title,url,category,filetype,slide_count,publishing_consultancy
Innovation Management Executive Market Report 2014,https://flevy.com/browse/marketplace/innovation-management-executive-market-report-2014-867,Strategy & Transformation,PDF,35,Innovation Management
Mining Industry (Metals & Minerals) - Value Chain Insights,https://flevy.com/browse/marketplace/mining-industry-metals-and-minerals-value-chain-insights-1659,Strategy & Transformation,PowerPoint,232,Ganesh Rajagopalan
Strategic Planning Simplified,https://flevy.com/browse/marketplace/strategic-planning-simplified-3210,Strategy & Transformation,PDF,96,Haines Centre
Product Line Profitability Analysis,https://flevy.com/browse/marketplace/product-line-profitability-analysis-747,Strategy & Transformation,PowerPoint,62,Documents & Files
How to Conduct Consulting Interviews,https://flevy.com/browse/marketplace/how-to-conduct-consulting-interviews-743,Strategy & Transformation,PowerPoint,32,Documents & Files
Hoshin Kanri Strategy Deployment X-Matrix Template,https://flevy.com/browse/flevypro/hoshin-kanri-strategy-deployment-x-matrix-template-2697,Strategy & Transformation,Excel,,Operational Excellence Consulting LLC
Ultimate Revenue Growth Strategy Guide,https://flevy.com/browse/marketplace/ultimate-revenue-growth-strategy-guide-6796,Strategy & Transformation,PowerPoint,44,Trinity Consulting
Flywheel Strategy,https://flevy.com/browse/flevypro/flywheel-strategy-5904,Strategy & Transformation,PowerPoint,25,LearnPPT Consulting
Strategic Alliance Management,https://flevy.com/browse/flevypro/strategic-alliance-management-5742,Strategy & Transformation,PowerPoint,26,LearnPPT Consulting
Key Performance Indicator (KPI) Strategies: Part 1,https://flevy.com/browse/flevypro/key-performance-indicator-kpi-strategies-part-1-4005,Strategy & Transformation,PowerPoint,22,LearnPPT Consulting
Marketing Organization 2.0,https://flevy.com/browse/flevypro/marketing-organization-2-0-2935,Strategy & Transformation,PowerPoint,21,LearnPPT Consulting
Seven Core Capabilities of Agile Marketing,https://flevy.com/browse/flevypro/seven-core-capabilities-of-agile-marketing-2928,Strategy & Transformation,PowerPoint,21,LearnPPT Consulting
Innovation Strategies & Leaders,https://flevy.com/browse/flevypro/innovation-strategies-and-leaders-3034,Strategy & Transformation,PowerPoint,19,LearnPPT Consulting
Business Architecture Framework,https://flevy.com/browse/marketplace/business-architecture-framework-684,Strategy & Transformation,PowerPoint,8,Documents & Files
Reorganization: New Organization Effectiveness,https://flevy.com/browse/flevypro/reorganization-new-organization-effectiveness-2700,Strategy & Transformation,PowerPoint,16,LearnPPT Consulting
Customer Segmentation and Targeting,https://flevy.com/browse/flevypro/customer-segmentation-and-targeting-1707,Strategy & Transformation,PowerPoint,27,LearnPPT Consulting
Acquisition Integration Approaches,https://flevy.com/browse/flevypro/acquisition-integration-approaches-1868,Strategy & Transformation,PowerPoint,24,PPT Lab
Value Proposition Canvas (VPC) Poster,https://flevy.com/browse/marketplace/value-proposition-canvas-vpc-poster-5410,Strategy & Transformation,PDF,3,Operational Excellence Consulting
Ultimate Repository of Performance Metrics and KPIs,https://flevy.com/browse/marketplace/ultimate-repository-of-performance-metrics-and-kpis-7355,Strategy & Transformation,PowerPoint,854,SB Consulting 
How to Develop and Evaluate Key Performance Indicators (KPIs),https://flevy.com/browse/marketplace/how-to-develop-and-evaluate-key-performance-indicators-kpis-1276,Strategy & Transformation,PDF,13,Dr. Gregg Li
Customer Value Driven Strategic Approach,https://flevy.com/browse/marketplace/customer-value-driven-strategic-approach-1238,Strategy & Transformation,PDF,38,bemola
Enterprise Performance Management,https://flevy.com/browse/marketplace/enterprise-performance-management-8068,Strategy & Transformation,PowerPoint,129,SB Consulting 
Managing KPI with Balanced Scorecard,https://flevy.com/browse/marketplace/managing-kpi-with-balanced-scorecard-6381,Strategy & Transformation,PowerPoint,46,UJ Consulting
Industry Analysis,https://flevy.com/browse/marketplace/industry-analysis-773,Strategy & Transformation,PowerPoint,63,Documents & Files
Plan for Performance Methodology,https://flevy.com/browse/marketplace/plan-for-performance-methodology-746,Strategy & Transformation,PowerPoint,66,Documents & Files
Shareholder Value Analysis,https://flevy.com/browse/marketplace/shareholder-value-analysis-734,Strategy & Transformation,PowerPoint,53,Documents & Files
15 Financial KPIs That Drive High Performance,https://flevy.com/browse/marketplace/15-financial-kpis-that-drive-high-performance-1298,Strategy & Transformation,PowerPoint,39,SlideKraft
Post-merger Integration (PMI): Revenue Synergies,https://flevy.com/browse/flevypro/post-merger-integration-pmi-revenue-synergies-3953,Strategy & Transformation,PowerPoint,27,LearnPPT Consulting
Strategic Decision Making,https://flevy.com/browse/flevypro/strategic-decision-making-4011,Strategy & Transformation,PowerPoint,30,LearnPPT Consulting
Key Performance Indicator (KPI) Strategies: Part 2,https://flevy.com/browse/flevypro/key-performance-indicator-kpi-strategies-part-2-4006,Strategy & Transformation,PowerPoint,23,LearnPPT Consulting
Maintaining Energy-to-Change,https://flevy.com/browse/flevypro/maintaining-energy-to-change-3173,Strategy & Transformation,PowerPoint,21,LearnPPT Consulting
Scenario Planning Primer,https://flevy.com/browse/flevypro/scenario-planning-primer-3784,Strategy & Transformation,PowerPoint,27,LearnPPT Consulting
IT Decision Making Framework,https://flevy.com/browse/flevypro/it-decision-making-framework-2884,Strategy & Transformation,PowerPoint,20,LearnPPT Consulting
Global Talent Innovation,https://flevy.com/browse/flevypro/global-talent-innovation-3732,Strategy & Transformation,PowerPoint,30,LearnPPT Consulting
Purpose-driven Organization Transformation,https://flevy.com/browse/flevypro/purpose-driven-organization-transformation-2858,Strategy & Transformation,PowerPoint,20,LearnPPT Consulting
Dimensions of Core Competence,https://flevy.com/browse/flevypro/dimensions-of-core-competence-2487,Strategy & Transformation,PowerPoint,21,PPT Lab
Mergers and Acquisition (M&A) Financial Model,https://flevy.com/browse/marketplace/mergers-and-acquisition-manda-financial-model-7381,Strategy & Transformation,Excel,,Big4WallStreet
Business Growth Toolkit,https://flevy.com/browse/marketplace/business-growth-toolkit-8995,Strategy & Transformation,PowerPoint,693,SB Consulting 
Digital Marketing Business Toolkit,https://flevy.com/browse/marketplace/digital-marketing-business-toolkit-7172,Strategy & Transformation,PowerPoint,118,SB Consulting 
Strategic Planning Checklists,https://flevy.com/browse/marketplace/strategic-planning-checklists-8862,Strategy & Transformation,PowerPoint,301,SB Consulting 
McKinsey Organic Growth Strategy,https://flevy.com/browse/marketplace/mckinsey-organic-growth-strategy-7720,Strategy & Transformation,PowerPoint,91,SB Consulting 
Business Strategy Execution Primer,https://flevy.com/browse/marketplace/business-strategy-execution-primer-7115,Strategy & Transformation,PowerPoint,142,SB Consulting 
Go To Market (GTM) Strategy,https://flevy.com/browse/marketplace/go-to-market-gtm-strategy-7427,Strategy & Transformation,PowerPoint,86,RadVector  Consulting
Marketing Plan Workbook,https://flevy.com/browse/marketplace/marketing-plan-workbook-3696,Strategy & Transformation,Word,68,Safwan Khan
Strategy Toolkit,https://flevy.com/browse/marketplace/strategy-toolkit-446,Strategy & Transformation,Excel,,Daniel M.
Marketing Research and Forecasting Demand,https://flevy.com/browse/marketplace/marketing-research-and-forecasting-demand-6912,Strategy & Transformation,PowerPoint,56,UJ Consulting
Competency Model & Matrix Development,https://flevy.com/browse/marketplace/competency-model-and-matrix-development-6453,Strategy & Transformation,Word,37,UJ Consulting
Advanced Product Quality Planning (APQP),https://flevy.com/browse/marketplace/advanced-product-quality-planning-apqp-3475,Strategy & Transformation,PowerPoint,66,Operational Excellence Consulting
Strategic Marketing Plan Template,https://flevy.com/browse/marketplace/strategic-marketing-plan-template-676,Strategy & Transformation,Word,35,Documents & Files
Brand Assessment Tool,https://flevy.com/browse/marketplace/brand-assessment-tool-438,Strategy & Transformation,Excel,,Demand Metric
Design Thinking - Overview,https://flevy.com/browse/marketplace/design-thinking-overview-5127,Strategy & Transformation,PowerPoint,46,Ivana Nissen
Business Board (Business Planning Tool),https://flevy.com/browse/marketplace/business-board-business-planning-tool-1037,Strategy & Transformation,Excel,,marijnmulders
SWOT Analysis - Driven Strategic Planning,https://flevy.com/browse/marketplace/swot-analysis-driven-strategic-planning-6350,Strategy & Transformation,PowerPoint,114,UJ Consulting
"Vision, Mission, and Ambition",https://flevy.com/browse/marketplace/vision-mission-and-ambition-1963,Strategy & Transformation,PowerPoint,8,AnyStrategy
Strategic Mastery Toolkit,https://flevy.com/browse/marketplace/strategic-mastery-toolkit-7785,Strategy & Transformation,PowerPoint,261,SB Consulting 
Turnaround Management,https://flevy.com/browse/marketplace/turnaround-management-7063,Strategy & Transformation,PowerPoint,92,SB Consulting 
Sales and Marketing Alignment,https://flevy.com/browse/marketplace/sales-and-marketing-alignment-8805,Strategy & Transformation,PowerPoint,58,RadVector  Consulting
Design Thinking Frameworks Reference Guide,https://flevy.com/browse/marketplace/design-thinking-frameworks-reference-guide-5685,Strategy & Transformation,PowerPoint,324,Operational Excellence Consulting
The Net Promoter Score (NPS),https://flevy.com/browse/marketplace/the-net-promoter-score-nps-3140,Strategy & Transformation,PowerPoint,47,Operational Excellence Consulting LLC
Field Sales Tracker/Dashboard,https://flevy.com/browse/marketplace/field-sales-tracker-dashboard-79,Strategy & Transformation,Excel,,giovanni
Valuation Training,https://flevy.com/browse/marketplace/valuation-training-777,Strategy & Transformation,PowerPoint,164,Documents & Files
M&A-driven Organizational Design,https://flevy.com/browse/flevypro/manda-driven-organizational-design-3203,Strategy & Transformation,PowerPoint,21,LearnPPT Consulting
M&A - Fit for Growth,https://flevy.com/browse/flevypro/manda-fit-for-growth-3157,Strategy & Transformation,PowerPoint,21,LearnPPT Consulting
Go-to-Market Platform Design,https://flevy.com/browse/flevypro/go-to-market-platform-design-3744,Strategy & Transformation,PowerPoint,25,LearnPPT Consulting
Alliance Development,https://flevy.com/browse/flevypro/alliance-development-3337,Strategy & Transformation,PowerPoint,18,LearnPPT Consulting
Four Approaches to Business Model Innovation (BMI),https://flevy.com/browse/flevypro/four-approaches-to-business-model-innovation-bmi-2917,Strategy & Transformation,PowerPoint,23,LearnPPT Consulting
Capabilities-Driven Strategy (CDS),https://flevy.com/browse/flevypro/capabilities-driven-strategy-cds-3677,Strategy & Transformation,PowerPoint,24,LearnPPT Consulting
Multisided Platform (MSP) Strategy,https://flevy.com/browse/flevypro/multisided-platform-msp-strategy-5567,Strategy & Transformation,PowerPoint,34,PPT Lab
Strategy and Finance Alignment,https://flevy.com/browse/flevypro/strategy-and-finance-alignment-3684,Strategy & Transformation,PowerPoint,22,LearnPPT Consulting
Design Sprint,https://flevy.com/browse/flevypro/design-sprint-3200,Strategy & Transformation,PowerPoint,23,LearnPPT Consulting
Purpose-driven Analytics,https://flevy.com/browse/flevypro/purpose-driven-analytics-3959,Strategy & Transformation,PowerPoint,26,LearnPPT Consulting
Value Creation Framework Series: Primer,https://flevy.com/browse/flevypro/value-creation-framework-series-primer-3911,Strategy & Transformation,PowerPoint,28,LearnPPT Consulting
10 Sanity Tests for Strategy Development,https://flevy.com/browse/flevypro/10-sanity-tests-for-strategy-development-3324,Strategy & Transformation,PowerPoint,23,LearnPPT Consulting
Strategy Execution Management,https://flevy.com/browse/marketplace/strategy-execution-management-9185,Strategy & Transformation,PowerPoint,770,SB Consulting 
Acquisition Strategy Toolkit,https://flevy.com/browse/marketplace/acquisition-strategy-toolkit-9150,Strategy & Transformation,PowerPoint,781,SB Consulting 
Data Monetization,https://flevy.com/browse/marketplace/data-monetization-8070,Strategy & Transformation,PowerPoint,126,SB Consulting 
Performance Management Toolkit,https://flevy.com/browse/marketplace/performance-management-toolkit-7094,Strategy & Transformation,PowerPoint,164,SB Consulting 
Mergers & Acquisitions (M&A) Financial Model,https://flevy.com/browse/marketplace/mergers-and-acquisitions-manda-financial-model-5593,Strategy & Transformation,Excel,,Profit Vision
Strategy Toolkit,https://flevy.com/browse/marketplace/strategy-toolkit-458,Strategy & Transformation,PDF,98,noelhan90
Constructing a Market Entry Business Case,https://flevy.com/browse/marketplace/constructing-a-market-entry-business-case-195,Strategy & Transformation,PowerPoint,6,T. Glassman // Exelis Capital & Advisory
IT Due Diligence Exercise Template,https://flevy.com/browse/marketplace/it-due-diligence-exercise-template-278,Strategy & Transformation,Word,16,Dartview Consulting
Business Valuation Training Guide,https://flevy.com/browse/marketplace/business-valuation-training-guide-3760,Strategy & Transformation,PowerPoint,62,Corporate Finance 101
Value Pricing,https://flevy.com/browse/marketplace/value-pricing-884,Strategy & Transformation,Excel,,investmentbanker
Brand Valuation - Implementation Toolkit,https://flevy.com/browse/marketplace/brand-valuation-implementation-toolkit-5765,Strategy & Transformation,Excel,,Gerard Blokdijk
Emerging Markets and International Business Strategy,https://flevy.com/browse/marketplace/emerging-markets-and-international-business-strategy-7253,Strategy & Transformation,PowerPoint,251,SB Consulting 
Strategy Essential Guide,https://flevy.com/browse/marketplace/strategy-essential-guide-7056,Strategy & Transformation,PowerPoint,205,SB Consulting 
Brand Management Toolkit,https://flevy.com/browse/marketplace/brand-management-toolkit-7953,Strategy & Transformation,PowerPoint,102,SB Consulting 
Strategy Operationalization,https://flevy.com/browse/marketplace/strategy-operationalization-8018,Strategy & Transformation,PowerPoint,85,SB Consulting 
Chief Commercial Officer (CCO) Toolkit,https://flevy.com/browse/marketplace/chief-commercial-officer-cco-toolkit-8132,Strategy & Transformation,PowerPoint,108,SB Consulting 
Lean Selling Strategy,https://flevy.com/browse/marketplace/lean-selling-strategy-8233,Strategy & Transformation,PowerPoint,107,SB Consulting 
Jobs-To-Be-Done (JTBD) Framework,https://flevy.com/browse/marketplace/jobs-to-be-done-jtbd-framework-9203,Strategy & Transformation,PowerPoint,157,Operational Excellence Consulting
Joint Venture Waterfall: GP Catch-up Option,https://flevy.com/browse/marketplace/joint-venture-waterfall-gp-catch-up-option-6964,Strategy & Transformation,Excel,,Jason Varner | SmartHelping
KPI Sales & Marketing Supervisor,https://flevy.com/browse/marketplace/kpi-sales-and-marketing-supervisor-9016,Strategy & Transformation,Excel,,UJ Consulting
Strategy Management Office (SMO),https://flevy.com/browse/marketplace/strategy-management-office-smo-7692,Strategy & Transformation,PowerPoint,306,SB Consulting 
Customer Loyalty,https://flevy.com/browse/marketplace/customer-loyalty-699,Strategy & Transformation,PowerPoint,89,Documents & Files
Strategy Frameworks Manual,https://flevy.com/browse/marketplace/strategy-frameworks-manual-3277,Strategy & Transformation,PowerPoint,159,Documents & Files
Business Unit Strategic Plan Training,https://flevy.com/browse/marketplace/business-unit-strategic-plan-training-687,Strategy & Transformation,PowerPoint,50,Documents & Files
Value Based Management Tools,https://flevy.com/browse/marketplace/value-based-management-tools-1381,Strategy & Transformation,PowerPoint,55,SlideKraft
Market Entry Assessment Guide,https://flevy.com/browse/marketplace/market-entry-assessment-guide-3768,Strategy & Transformation,PowerPoint,39,Corporate Finance 101
Services Growth & Effectiveness Approach,https://flevy.com/browse/marketplace/services-growth-and-effectiveness-approach-736,Strategy & Transformation,PowerPoint,17,Documents & Files
Performance-driven Culture,https://flevy.com/browse/flevypro/performance-driven-culture-6401,Strategy & Transformation,PowerPoint,26,LearnPPT Consulting
Re-engagement after Restructuring,https://flevy.com/browse/flevypro/re-engagement-after-restructuring-5451,Strategy & Transformation,PowerPoint,23,LearnPPT Consulting
Strategy Classics: Porter's Value Chain,https://flevy.com/browse/flevypro/strategy-classics-porters-value-chain-4058,Strategy & Transformation,PowerPoint,23,LearnPPT Consulting
4 Schools of Strategy,https://flevy.com/browse/flevypro/4-schools-of-strategy-5943,Strategy & Transformation,PowerPoint,28,LearnPPT Consulting
Scenario Planning: Oxford Approach,https://flevy.com/browse/flevypro/scenario-planning-oxford-approach-6216,Strategy & Transformation,PowerPoint,28,LearnPPT Consulting
Platform Business Models,https://flevy.com/browse/flevypro/platform-business-models-5647,Strategy & Transformation,PowerPoint,31,LearnPPT Consulting
Capabilities-driven Growth Strategy,https://flevy.com/browse/flevypro/capabilities-driven-growth-strategy-6653,Strategy & Transformation,PowerPoint,27,LearnPPT Consulting
Capabilities-driven IT Strategy,https://flevy.com/browse/flevypro/capabilities-driven-it-strategy-5977,Strategy & Transformation,PowerPoint,32,LearnPPT Consulting
Sales Management Ecosystem,https://flevy.com/browse/flevypro/sales-management-ecosystem-5331,Strategy & Transformation,PowerPoint,27,LearnPPT Consulting
Price War Strategy,https://flevy.com/browse/flevypro/price-war-strategy-5115,Strategy & Transformation,PowerPoint,23,LearnPPT Consulting
M&A Growth Strategy: Pre-deal Preparation,https://flevy.com/browse/flevypro/manda-growth-strategy-pre-deal-preparation-5680,Strategy & Transformation,PowerPoint,21,LearnPPT Consulting
"VUCA (Volatile, Uncertain, Complex, Ambiguous)",https://flevy.com/browse/flevypro/vuca-volatile-uncertain-complex-ambiguous-5270,Strategy & Transformation,PowerPoint,26,LearnPPT Consulting
Burke-Litwin Change Model,https://flevy.com/browse/flevypro/burke-litwin-change-model-3981,Strategy & Transformation,PowerPoint,26,LearnPPT Consulting
Service 4.0: Service Innovation,https://flevy.com/browse/flevypro/service-4-0-service-innovation-3398,Strategy & Transformation,PowerPoint,25,LearnPPT Consulting
Strategic Pricing Management,https://flevy.com/browse/flevypro/strategic-pricing-management-3303,Strategy & Transformation,PowerPoint,25,LearnPPT Consulting
Strategy Chessboard - Maintain Foresight and Flexibility,https://flevy.com/browse/flevypro/strategy-chessboard-maintain-foresight-and-flexibility-3129,Strategy & Transformation,PowerPoint,22,LearnPPT Consulting
Innovation Leadership Mindset,https://flevy.com/browse/flevypro/innovation-leadership-mindset-4037,Strategy & Transformation,PowerPoint,29,LearnPPT Consulting
Strategic Review Approach,https://flevy.com/browse/marketplace/strategic-review-approach-758,Strategy & Transformation,PowerPoint,148,Documents & Files
7 Steps to Brainstorming,https://flevy.com/browse/flevypro/7-steps-to-brainstorming-3499,Strategy & Transformation,PowerPoint,20,LearnPPT Consulting
Marketing Automation: Customer Lifetime Value,https://flevy.com/browse/flevypro/marketing-automation-customer-lifetime-value-3008,Strategy & Transformation,PowerPoint,20,LearnPPT Consulting
Kano Customer Satisfaction Model,https://flevy.com/browse/flevypro/kano-customer-satisfaction-model-2425,Strategy & Transformation,PowerPoint,28,PPT Lab
Dimensions of Intelligent Innovation,https://flevy.com/browse/flevypro/dimensions-of-intelligent-innovation-3830,Strategy & Transformation,PowerPoint,32,LearnPPT Consulting
Customer Relationship Management (CRM) Business Toolkit,https://flevy.com/browse/marketplace/customer-relationship-management-crm-business-toolkit-7246,Strategy & Transformation,PowerPoint,147,SB Consulting 
Sales Order Processing Business Toolkit,https://flevy.com/browse/marketplace/sales-order-processing-business-toolkit-7459,Strategy & Transformation,PowerPoint,303,SB Consulting 
Performance-Driven Culture Toolkit,https://flevy.com/browse/marketplace/performance-driven-culture-toolkit-7959,Strategy & Transformation,PowerPoint,107,SB Consulting 
Corporate Spin-Offs - A Complete Guide,https://flevy.com/browse/marketplace/corporate-spin-offs-a-complete-guide-8634,Strategy & Transformation,PowerPoint,153,SB Consulting 
Board Governance Strategy,https://flevy.com/browse/marketplace/board-governance-strategy-8353,Strategy & Transformation,PowerPoint,184,SB Consulting 
Sales Negotiation Toolkit,https://flevy.com/browse/marketplace/sales-negotiation-toolkit-9400,Strategy & Transformation,PowerPoint,1399,SB Consulting 
Full M&A Excel Toolkit,https://flevy.com/browse/marketplace/full-manda-excel-toolkit-8575,Strategy & Transformation,Excel,,SB Consulting 
Product Lifecycle Management (PLM),https://flevy.com/browse/marketplace/product-lifecycle-management-plm-8842,Strategy & Transformation,PowerPoint,45,RadVector  Consulting
KPI Salesman,https://flevy.com/browse/marketplace/kpi-salesman-9020,Strategy & Transformation,Excel,,UJ Consulting
Competencies Dictionary with Proficiency Level,https://flevy.com/browse/marketplace/competencies-dictionary-with-proficiency-level-6340,Strategy & Transformation,PowerPoint,63,UJ Consulting
Building a Marketing Organization that Drives Growth,https://flevy.com/browse/marketplace/building-a-marketing-organization-that-drives-growth-6377,Strategy & Transformation,PowerPoint,32,UJ Consulting
Strategic Plan Template,https://flevy.com/browse/marketplace/strategic-plan-template-3209,Strategy & Transformation,Word,38,Haines Centre
Service Design (Design Thinking for Services),https://flevy.com/browse/marketplace/service-design-design-thinking-for-services-5264,Strategy & Transformation,PowerPoint,143,Operational Excellence Consulting
Design Thinking Frameworks & Models,https://flevy.com/browse/marketplace/design-thinking-frameworks-and-models-2870,Strategy & Transformation,PowerPoint,116,Operational Excellence Consulting
Streamlined Sales Strategies for SaaS Businesses,https://flevy.com/browse/marketplace/streamlined-sales-strategies-for-saas-businesses-2976,Strategy & Transformation,PowerPoint,46,Expert Sales Consulting
Product Strategy - Comprehensive Framework,https://flevy.com/browse/marketplace/product-strategy-comprehensive-framework-5353,Strategy & Transformation,PowerPoint,21,Aadhya Solutions
HR Competency Framework,https://flevy.com/browse/marketplace/hr-competency-framework-5540,Strategy & Transformation,PowerPoint,10,Corporate Finance 101
Strategic Planning and Execution - Best Practice,https://flevy.com/browse/marketplace/strategic-planning-and-execution-best-practice-6488,Strategy & Transformation,PowerPoint,55,UJ Consulting
61 High Performance Sales KPIs,https://flevy.com/browse/marketplace/61-high-performance-sales-kpis-1585,Strategy & Transformation,PowerPoint,62,SlideKraft
"Empathy Map - Poster (A0, A1, A2)",https://flevy.com/browse/marketplace/empathy-map-poster-a0-a1-a2-5821,Strategy & Transformation,PDF,1,Ivana Nissen
New Venture Due Diligence Checklist,https://flevy.com/browse/marketplace/new-venture-due-diligence-checklist-674,Strategy & Transformation,Word,9,Documents & Files
Benchmarking and Objectives & Key Results (OKR),https://flevy.com/browse/marketplace/benchmarking-and-objectives-and-key-results-okr-7149,Strategy & Transformation,PowerPoint,140,SB Consulting 
Creativity: How to Generate Innovative Ideas,https://flevy.com/browse/marketplace/creativity-how-to-generate-innovative-ideas-920,Strategy & Transformation,PowerPoint,100,Operational Excellence Consulting
KPI Compilation: 400+ Customer Service KPIs,https://flevy.com/browse/marketplace/kpi-compilation-400-customer-service-kpis-7880,Strategy & Transformation,PowerPoint,97,LearnPPT Consulting
Commercial Due Diligence (CDD) Information Gathering Checklist,https://flevy.com/browse/marketplace/commercial-due-diligence-cdd-information-gathering-checklist-8204,Strategy & Transformation,PowerPoint,59,LearnPPT Consulting
Auditing and Improving Business Performance,https://flevy.com/browse/marketplace/auditing-and-improving-business-performance-216,Strategy & Transformation,PDF,42,John Kyriazoglou
Strategy Planning and Deployment - Project Management Templates,https://flevy.com/browse/flevypro/strategy-planning-and-deployment-project-management-templates-2695,Strategy & Transformation,Excel,,Operational Excellence Consulting LLC
Employee Performance Guide,https://flevy.com/browse/marketplace/employee-performance-guide-304,Strategy & Transformation,PowerPoint,32,Pontifica
Marketing and Sales Funnel PowerPoint Templates,https://flevy.com/browse/marketplace/marketing-and-sales-funnel-powerpoint-templates-70,Strategy & Transformation,PowerPoint,8,LearnPPT Consulting
Cynefin Framework,https://flevy.com/browse/flevypro/cynefin-framework-7184,Strategy & Transformation,PowerPoint,28,LearnPPT Consulting
Product Strategy: Key Challenges of Smart Customization,https://flevy.com/browse/flevypro/product-strategy-key-challenges-of-smart-customization-3780,Strategy & Transformation,PowerPoint,28,LearnPPT Consulting
Redeployment after Restructuring,https://flevy.com/browse/flevypro/redeployment-after-restructuring-5408,Strategy & Transformation,PowerPoint,28,LearnPPT Consulting
Products to Platforms Transformation,https://flevy.com/browse/flevypro/products-to-platforms-transformation-5191,Strategy & Transformation,PowerPoint,22,LearnPPT Consulting
Megatrends Framework,https://flevy.com/browse/flevypro/megatrends-framework-6594,Strategy & Transformation,PowerPoint,28,LearnPPT Consulting
Sales Compensation Cycle,https://flevy.com/browse/flevypro/sales-compensation-cycle-5276,Strategy & Transformation,PowerPoint,26,LearnPPT Consulting
M&A Growth Strategy: Post-deal Closure,https://flevy.com/browse/flevypro/manda-growth-strategy-post-deal-closure-5682,Strategy & Transformation,PowerPoint,24,LearnPPT Consulting
Capabilities-driven M&A,https://flevy.com/browse/flevypro/capabilities-driven-manda-6044,Strategy & Transformation,PowerPoint,34,LearnPPT Consulting
Functional Strategy,https://flevy.com/browse/flevypro/functional-strategy-6093,Strategy & Transformation,PowerPoint,28,LearnPPT Consulting
"VRIO (Value, Rarity, Imitability, Organization) Framework",https://flevy.com/browse/flevypro/vrio-value-rarity-imitability-organization-framework-7843,Strategy & Transformation,PowerPoint,33,LearnPPT Consulting
Innovation Organization,https://flevy.com/browse/flevypro/innovation-organization-3834,Strategy & Transformation,PowerPoint,28,LearnPPT Consulting
4 Levers of Control,https://flevy.com/browse/flevypro/4-levers-of-control-2663,Strategy & Transformation,PowerPoint,17,PPT Lab
Products to Platforms Primer,https://flevy.com/browse/flevypro/products-to-platforms-primer-3267,Strategy & Transformation,PowerPoint,20,LearnPPT Consulting
M&A Turnaround Strategy,https://flevy.com/browse/flevypro/manda-turnaround-strategy-5566,Strategy & Transformation,PowerPoint,30,LearnPPT Consulting
Strategy Classics: Porter's Five Forces,https://flevy.com/browse/flevypro/strategy-classics-porters-five-forces-4051,Strategy & Transformation,PowerPoint,28,LearnPPT Consulting
Value Patterns,https://flevy.com/browse/flevypro/value-patterns-2927,Strategy & Transformation,PowerPoint,18,LearnPPT Consulting
Psychology of Market Entry Analysis,https://flevy.com/browse/flevypro/psychology-of-market-entry-analysis-3439,Strategy & Transformation,PowerPoint,27,LearnPPT Consulting
Brainstorming for Consultants,https://flevy.com/browse/flevypro/brainstorming-for-consultants-3543,Strategy & Transformation,PowerPoint,23,LearnPPT Consulting
Four Stages of Customer Insight (CI) Maturity,https://flevy.com/browse/flevypro/four-stages-of-customer-insight-ci-maturity-2807,Strategy & Transformation,PowerPoint,21,PPT Lab
Total Shareholder Return (TSR),https://flevy.com/browse/flevypro/total-shareholder-return-tsr-2913,Strategy & Transformation,PowerPoint,23,LearnPPT Consulting
Branding Pentagram Model,https://flevy.com/browse/flevypro/branding-pentagram-model-2723,Strategy & Transformation,PowerPoint,16,PPT Lab
